date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:03:29	183/183	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2020%20Feb%202019%2020:03:29%20GMT	http://pgi.playbattlegrounds.com/assets/img/teams/oyun_hizmetleri.png	C:/O/PUBG/pgi.playbattlegrounds.com/luuok4r6.png	(from https://pgi.playbattlegrounds.com/teams)
02:03:30	183/183	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2020%20Feb%202019%2020:03:29%20GMT	http://pgi.playbattlegrounds.com/assets/img/teams/4am.png	C:/O/PUBG/pgi.playbattlegrounds.com/x71elk4n.png	(from https://pgi.playbattlegrounds.com/teams)
02:03:30	21992/21992	---M--	200	added ('OK')	image/png	etag:%221a02ace3ae6889b46ba7f7ca5d0bff61%22	https://pgi.playbattlegrounds.com/assets/img/teams/oyun_hizmetleri.png	C:/O/PUBG/pgi.playbattlegrounds.com/2pgtdfhc.png	(from https://pgi.playbattlegrounds.com/teams)
02:03:30	280869/280869	---M--	200	added ('OK')	image/jpeg	etag:%22e523f642574efe78fd513cd0e734f2d1%22	https://pgi.playbattlegrounds.com/assets/img/bkg_rules_rank_and_kills.jpg	C:/O/PUBG/pgi.playbattlegrounds.com/9y5q5j-r.jpg	(from https://pgi.playbattlegrounds.com/about)
02:03:30	252248/252248	---M--	200	added ('OK')	image/jpeg	etag:%22cde9338aaf71878c163a517bf44037e0%22	https://pgi.playbattlegrounds.com/assets/img/bkg_rules_bluezone.jpg	C:/O/PUBG/pgi.playbattlegrounds.com/ngiy5-b6.jpg	(from https://pgi.playbattlegrounds.com/about)
02:03:31	47511/47511	---M--	200	added ('OK')	image/png	etag:%2239f4cb36b3e705046e2d32289e69d0fb%22	https://pgi.playbattlegrounds.com/assets/img/teams/4am.png	C:/O/PUBG/pgi.playbattlegrounds.com/cpcve9uv.png	(from https://pgi.playbattlegrounds.com/teams)
02:03:31	183/183	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2020%20Feb%202019%2020:03:30%20GMT	http://pgi.playbattlegrounds.com/assets/img/teams/omg.png	C:/O/PUBG/pgi.playbattlegrounds.com/hz47at5c.delayed	(from https://pgi.playbattlegrounds.com/teams)
02:03:31	5937/5937	---M--	200	added ('OK')	image/png	etag:%221d2c6cafd5d8bbf54a7eb11f5399e005%22	https://pgi.playbattlegrounds.com/assets/img/teams/omg.png	C:/O/PUBG/pgi.playbattlegrounds.com/yifn5hv_.png	(from https://pgi.playbattlegrounds.com/teams)
02:03:31	183/183	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2020%20Feb%202019%2020:03:31%20GMT	http://pgi.playbattlegrounds.com/assets/img/teams/team_liquid2.png	C:/O/PUBG/pgi.playbattlegrounds.com/90bw37wb.png	(from https://pgi.playbattlegrounds.com/teams)
02:03:32	29628/29628	---M--	200	added ('OK')	image/png	etag:%22da943b04458a64e9d071b89d4af2d46b%22	https://pgi.playbattlegrounds.com/assets/img/teams/team_liquid2.png	C:/O/PUBG/pgi.playbattlegrounds.com/ojocwvmk.png	(from https://pgi.playbattlegrounds.com/teams)
02:03:32	183/183	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2020%20Feb%202019%2020:03:31%20GMT	http://pgi.playbattlegrounds.com/assets/img/teams/wtsg_logo.png	C:/O/PUBG/pgi.playbattlegrounds.com/2xzyyl4l.png	(from https://pgi.playbattlegrounds.com/teams)
02:03:32	183/183	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2020%20Feb%202019%2020:03:32%20GMT	http://pgi.playbattlegrounds.com/assets/img/teams/pittsburgh_knights.png	C:/O/PUBG/pgi.playbattlegrounds.com/rg8j6yrd.png	(from https://pgi.playbattlegrounds.com/teams)
02:03:32	57018/57018	---M--	200	added ('OK')	image/png	etag:%228570ad0c6687fa0592459295c85d981a%22	https://pgi.playbattlegrounds.com/assets/img/teams/wtsg_logo.png	C:/O/PUBG/pgi.playbattlegrounds.com/hfadrzut.png	(from https://pgi.playbattlegrounds.com/teams)
02:03:33	100743/100743	---M--	200	added ('OK')	image/png	etag:%226431c5ed940c4db178e157356a99ec7f%22	https://pgi.playbattlegrounds.com/assets/img/teams/pittsburgh_knights.png	C:/O/PUBG/pgi.playbattlegrounds.com/8bj1yaim.png	(from https://pgi.playbattlegrounds.com/teams)
02:03:33	183/183	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2020%20Feb%202019%2020:03:32%20GMT	http://pgi.playbattlegrounds.com/assets/img/teams/gates.png	C:/O/PUBG/pgi.playbattlegrounds.com/ge2syy-1.png	(from https://pgi.playbattlegrounds.com/teams)
02:03:33	22180/22180	---M--	200	added ('OK')	image/png	etag:%22322ebd310f8979c15f1cf851362470ef%22	https://pgi.playbattlegrounds.com/assets/img/teams/gates.png	C:/O/PUBG/pgi.playbattlegrounds.com/x-d9rl2_.png	(from https://pgi.playbattlegrounds.com/teams)
02:03:33	183/183	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2020%20Feb%202019%2020:03:33%20GMT	http://pgi.playbattlegrounds.com/assets/img/teams/ghost.png	C:/O/PUBG/pgi.playbattlegrounds.com/xb36g0d4.png	(from https://pgi.playbattlegrounds.com/teams)
02:03:33	2922/2922	---M--	200	added ('OK')	image/png	etag:%2219e7cf1bd20204931b2de590610a7f23%22	https://pgi.playbattlegrounds.com/assets/img/teams/ghost.png	C:/O/PUBG/pgi.playbattlegrounds.com/cwel-o5a.png	(from https://pgi.playbattlegrounds.com/teams)
02:03:34	183/183	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2020%20Feb%202019%2020:03:33%20GMT	http://pgi.playbattlegrounds.com/assets/img/teams/honey-badger-nation-logo.png	C:/O/PUBG/pgi.playbattlegrounds.com/1swe88p9.png	(from https://pgi.playbattlegrounds.com/teams)
02:03:34	183/183	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2020%20Feb%202019%2020:03:34%20GMT	http://pgi.playbattlegrounds.com/assets/img/teams/refund.png	C:/O/PUBG/pgi.playbattlegrounds.com/4_3bfbof.png	(from https://pgi.playbattlegrounds.com/teams)
02:03:34	101373/101373	---M--	200	added ('OK')	image/png	etag:%22c9a0f90a6c4a932912ad3f1d759babde%22	https://pgi.playbattlegrounds.com/assets/img/teams/honey-badger-nation-logo.png	C:/O/PUBG/pgi.playbattlegrounds.com/ga9v1wgg.png	(from https://pgi.playbattlegrounds.com/teams)
02:03:34	183/183	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2020%20Feb%202019%2020:03:34%20GMT	http://pgi.playbattlegrounds.com/assets/img/teams/mith.png	C:/O/PUBG/pgi.playbattlegrounds.com/2y1h0wls.png	(from https://pgi.playbattlegrounds.com/teams)
02:03:35	261633/261633	---M--	200	added ('OK')	image/png	etag:%22a3c10a8fba3c202061d4ff8717a96a2e%22	https://pgi.playbattlegrounds.com/assets/img/teams/refund.png	C:/O/PUBG/pgi.playbattlegrounds.com/i4es9pen.png	(from https://pgi.playbattlegrounds.com/teams)
02:03:35	183/183	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2020%20Feb%202019%2020:03:34%20GMT	http://pgi.playbattlegrounds.com/assets/img/teams/ahq.png	C:/O/PUBG/pgi.playbattlegrounds.com/q_p7be-b.png	(from https://pgi.playbattlegrounds.com/teams)
02:03:35	90413/90413	---M--	200	added ('OK')	image/png	etag:%22320ddcda0fee63e32d9fc64a0188ae08%22	https://pgi.playbattlegrounds.com/assets/img/teams/mith.png	C:/O/PUBG/pgi.playbattlegrounds.com/htcyh_cp.png	(from https://pgi.playbattlegrounds.com/teams)
02:03:36	183/183	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2020%20Feb%202019%2020:03:35%20GMT	http://pgi.playbattlegrounds.com/assets/img/teams/natus_vincere.png	C:/O/PUBG/pgi.playbattlegrounds.com/w_3hgiil.png	(from https://pgi.playbattlegrounds.com/teams)
02:03:36	151208/151208	---M--	200	added ('OK')	image/png	etag:%22e5785e62383b6a08077339df55dcba9b%22	https://pgi.playbattlegrounds.com/assets/img/teams/ahq.png	C:/O/PUBG/pgi.playbattlegrounds.com/7s1b6s1k.png	(from https://pgi.playbattlegrounds.com/teams)
02:03:36	60837/60837	---M--	200	added ('OK')	image/png	etag:%22c405095de0fff51783bde096f98f7902%22	https://pgi.playbattlegrounds.com/assets/img/teams/natus_vincere.png	C:/O/PUBG/pgi.playbattlegrounds.com/b5dn_w_i.png	(from https://pgi.playbattlegrounds.com/teams)
02:03:36	183/183	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2020%20Feb%202019%2020:03:36%20GMT	http://pgi.playbattlegrounds.com/assets/img/teams/avangar.png	C:/O/PUBG/pgi.playbattlegrounds.com/09dqdo9v.png	(from https://pgi.playbattlegrounds.com/teams)
02:03:37	6098/6098	---M--	200	added ('OK')	image/png	etag:%22ab4c87c7538df4280eed31bcd12129ca%22	https://pgi.playbattlegrounds.com/assets/img/teams/avangar.png	C:/O/PUBG/pgi.playbattlegrounds.com/f4q78204.png	(from https://pgi.playbattlegrounds.com/teams)
02:03:37	183/183	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2020%20Feb%202019%2020:03:36%20GMT	http://pgi.playbattlegrounds.com/assets/img/teams/crest_xanadu.png	C:/O/PUBG/pgi.playbattlegrounds.com/uheo5qx2.png	(from https://pgi.playbattlegrounds.com/teams)
02:03:37	26953/26953	---M--	200	added ('OK')	image/png	etag:%22a6ede8fc97c603ec56cc7236807c245c%22	https://pgi.playbattlegrounds.com/assets/img/teams/crest_xanadu.png	C:/O/PUBG/pgi.playbattlegrounds.com/-br5x4o-.png	(from https://pgi.playbattlegrounds.com/teams)
02:03:37	183/183	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2020%20Feb%202019%2020:03:37%20GMT	http://pgi.playbattlegrounds.com/assets/img/teams/crest.png	C:/O/PUBG/pgi.playbattlegrounds.com/k9_5czrx.png	(from https://pgi.playbattlegrounds.com/teams)
02:03:38	32228/32228	---M--	200	added ('OK')	image/png	etag:%22330d188019e6b4b1b370b4bd5098a740%22	https://pgi.playbattlegrounds.com/assets/img/teams/crest.png	C:/O/PUBG/pgi.playbattlegrounds.com/1slk6bi5.png	(from https://pgi.playbattlegrounds.com/teams)
02:03:38	183/183	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2020%20Feb%202019%2020:03:37%20GMT	http://pgi.playbattlegrounds.com/assets/img/teams/savage.png	C:/O/PUBG/pgi.playbattlegrounds.com/zqvabm8j.png	(from https://pgi.playbattlegrounds.com/teams)
02:03:38	183/183	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2020%20Feb%202019%2020:03:38%20GMT	http://pgi.playbattlegrounds.com/assets/img/teams/chiefs.png	C:/O/PUBG/pgi.playbattlegrounds.com/js_1gyop.png	(from https://pgi.playbattlegrounds.com/teams)
02:03:38	26744/26744	---M--	200	added ('OK')	image/png	etag:%22002a916bd860200de0e0ba757c41b004%22	https://pgi.playbattlegrounds.com/assets/img/teams/chiefs.png	C:/O/PUBG/pgi.playbattlegrounds.com/0nlh-aey.png	(from https://pgi.playbattlegrounds.com/teams)
02:03:38	90873/90873	---M--	200	added ('OK')	image/png	etag:%226e314a13825f75e7e4539855ba9812d2%22	https://pgi.playbattlegrounds.com/assets/img/teams/savage.png	C:/O/PUBG/pgi.playbattlegrounds.com/e-8ru0ys.png	(from https://pgi.playbattlegrounds.com/teams)
02:03:39	183/183	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2020%20Feb%202019%2020:03:38%20GMT	http://pgi.playbattlegrounds.com/assets/img/teams/gen_g_esports.png	C:/O/PUBG/pgi.playbattlegrounds.com/-xjc27hi.png	(from https://pgi.playbattlegrounds.com/teams)
02:03:39	12925/12925	---M--	200	added ('OK')	image/png	etag:%226783610a442974862b02bea7ce7c09c7%22	https://pgi.playbattlegrounds.com/assets/img/teams/gen_g_esports.png	C:/O/PUBG/pgi.playbattlegrounds.com/qswuuu9r.png	(from https://pgi.playbattlegrounds.com/teams)
02:03:39	183/183	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2020%20Feb%202019%2020:03:39%20GMT	http://pgi.playbattlegrounds.com/%22/assets/img/teams/gen_g_esports.png%22	C:/O/PUBG/pgi.playbattlegrounds.com/6a-puk-u.png_	(from https://pgi.playbattlegrounds.com/standings)
02:03:40	45677/45677	---M-Z	200	added ('OK')	text/html	date:Tue,%2031%20Jul%202018%2019:37:17%20GMT	https://pgi.playbattlegrounds.com/%22/assets/img/teams/gen_g_esports.png%22	C:/O/PUBG/pgi.playbattlegrounds.com/acvzz3g5.html	(from https://pgi.playbattlegrounds.com/standings)
02:03:40	183/183	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2020%20Feb%202019%2020:03:40%20GMT	http://pgi.playbattlegrounds.com/assets/img/bkg_media_page.jpg	C:/O/PUBG/pgi.playbattlegrounds.com/ep41oq9e.jpg	(from https://pgi.playbattlegrounds.com/media)
02:03:41	3807/3807	---M--	200	added ('OK')	image/jpeg	etag:%226a3340823c1955cc007c0836577df702%22	https://pgi.playbattlegrounds.com/assets/img/bkg_media_page.jpg	C:/O/PUBG/pgi.playbattlegrounds.com/vjegge0n.jpg	(from https://pgi.playbattlegrounds.com/media)
02:03:41	27989/27989	---M--	200	added ('OK')	image/jpeg	etag:%221531721067%22	https://i.ytimg.com/vi/KQm_KLuZ490/hqdefault.jpg	C:/O/PUBG/i.ytimg.com/2yw2x5vj.jpg	(from https://pgi.playbattlegrounds.com/media)
02:03:41	32891/32891	---M--	200	added ('OK')	image/jpeg	etag:%221531721054%22	https://i.ytimg.com/vi/VGbaPYSJgLA/hqdefault.jpg	C:/O/PUBG/i.ytimg.com/40uioz89.jpg	(from https://pgi.playbattlegrounds.com/media)
02:03:41	26976/26976	---M--	200	added ('OK')	image/jpeg	etag:%221531272061%22	https://i.ytimg.com/vi/XQzpUoeuTzk/hqdefault.jpg	C:/O/PUBG/i.ytimg.com/zwz7vrg_.jpg	(from https://pgi.playbattlegrounds.com/media)
02:03:42	29832/29832	---M--	200	added ('OK')	image/jpeg	etag:%221531272373%22	https://i.ytimg.com/vi/DQAGCPyV6qg/hqdefault.jpg	C:/O/PUBG/i.ytimg.com/zglhk_qb.jpg	(from https://pgi.playbattlegrounds.com/media)
02:03:42	25365/25365	---M--	200	added ('OK')	image/jpeg	etag:%221531272320%22	https://i.ytimg.com/vi/Cz4nFcUqh3Q/hqdefault.jpg	C:/O/PUBG/i.ytimg.com/u5z4gr_4.jpg	(from https://pgi.playbattlegrounds.com/media)
02:03:42	26752/26752	---M--	200	added ('OK')	image/jpeg	etag:%221531129375%22	https://i.ytimg.com/vi/3G_7GFWbqt0/hqdefault.jpg	C:/O/PUBG/i.ytimg.com/2yw2x5vj-2.jpg	(from https://pgi.playbattlegrounds.com/media)
02:03:43	46595/46595	---M--	200	added ('OK')	image/jpeg	etag:%221531128875%22	https://i.ytimg.com/vi/PKypfi0vdVk/hqdefault.jpg	C:/O/PUBG/i.ytimg.com/fzk9agrl.jpg	(from https://pgi.playbattlegrounds.com/media)
02:03:43	10202/10202	---M--	200	added ('OK')	image/jpeg	etag:%221531128815%22	https://i.ytimg.com/vi/xcSChykSr0c/hqdefault.jpg	C:/O/PUBG/i.ytimg.com/n_79brxk.jpg	(from https://pgi.playbattlegrounds.com/media)
02:03:43	36761/36761	---M--	200	added ('OK')	image/jpeg	etag:%221531272294%22	https://i.ytimg.com/vi/KZK2nNBCJmU/hqdefault.jpg	C:/O/PUBG/i.ytimg.com/dqo3bgge.jpg	(from https://pgi.playbattlegrounds.com/media)
02:03:43	36761/36761	---M--	200	added ('OK')	image/jpeg	etag:%221531272282%22	https://i.ytimg.com/vi/uoQlE732biw/hqdefault.jpg	C:/O/PUBG/i.ytimg.com/pp71wg13.jpg	(from https://pgi.playbattlegrounds.com/media)
02:03:44	30468/30468	---M--	200	added ('OK')	image/jpeg	etag:%221531208238%22	https://i.ytimg.com/vi/V5qqED4sSUY/hqdefault.jpg	C:/O/PUBG/i.ytimg.com/f3mj4aie.jpg	(from https://pgi.playbattlegrounds.com/media)
02:03:44	32530/32530	---M--	200	added ('OK')	image/jpeg	etag:%221531107462%22	https://i.ytimg.com/vi/Nn3uwz4KLGw/hqdefault.jpg	C:/O/PUBG/i.ytimg.com/y1ldp9mu.jpg	(from https://pgi.playbattlegrounds.com/media)
02:03:44	25932/25932	---M--	200	added ('OK')	image/jpeg	etag:%221531103555%22	https://i.ytimg.com/vi/HOYU0poW8V0/hqdefault.jpg	C:/O/PUBG/i.ytimg.com/w_zvcg2l.jpg	(from https://pgi.playbattlegrounds.com/media)
02:03:44	41637/41637	---M--	200	added ('OK')	image/jpeg	etag:%221531103548%22	https://i.ytimg.com/vi/RsSX0AVluFM/hqdefault.jpg	C:/O/PUBG/i.ytimg.com/jwvwi2z-.jpg	(from https://pgi.playbattlegrounds.com/media)
02:03:45	28087/28087	---M--	200	added ('OK')	image/jpeg	etag:%221531103539%22	https://i.ytimg.com/vi/hxEBA16wTN8/hqdefault.jpg	C:/O/PUBG/i.ytimg.com/4ikwdr8l.jpg	(from https://pgi.playbattlegrounds.com/media)
02:03:45	44270/44270	---M--	200	added ('OK')	image/jpeg	etag:%221531103508%22	https://i.ytimg.com/vi/TpyxAi2KIH4/hqdefault.jpg	C:/O/PUBG/i.ytimg.com/oabn4a9a.jpg	(from https://pgi.playbattlegrounds.com/media)
02:03:45	32337/32337	---M--	200	added ('OK')	image/jpeg	etag:%221531103468%22	https://i.ytimg.com/vi/tX3_ROVqkOU/hqdefault.jpg	C:/O/PUBG/i.ytimg.com/6a8dqisu.jpg	(from https://pgi.playbattlegrounds.com/media)
02:03:45	44201/44201	---M--	200	added ('OK')	image/jpeg	etag:%221531103334%22	https://i.ytimg.com/vi/_oDKuPQhf_c/hqdefault.jpg	C:/O/PUBG/i.ytimg.com/4scy2c9v.jpg	(from https://pgi.playbattlegrounds.com/media)
02:03:46	43601/43601	---M--	200	added ('OK')	image/jpeg	etag:%221531103326%22	https://i.ytimg.com/vi/WFgaGECCAjA/hqdefault.jpg	C:/O/PUBG/i.ytimg.com/cr_0crxh.jpg	(from https://pgi.playbattlegrounds.com/media)
02:03:46	44290/44290	---M--	200	added ('OK')	image/jpeg	etag:%221531103319%22	https://i.ytimg.com/vi/CNuoqMs6xGY/hqdefault.jpg	C:/O/PUBG/i.ytimg.com/uk9q4zyq.jpg	(from https://pgi.playbattlegrounds.com/media)
02:03:46	41837/41837	---M--	200	added ('OK')	image/jpeg	etag:%221531103314%22	https://i.ytimg.com/vi/Gcx4tYafkCE/hqdefault.jpg	C:/O/PUBG/i.ytimg.com/u7tg_wqv.jpg	(from https://pgi.playbattlegrounds.com/media)
02:03:47	30186/30186	---M--	200	added ('OK')	image/jpeg	etag:%221531103310%22	https://i.ytimg.com/vi/z6LlGXzdJWA/hqdefault.jpg	C:/O/PUBG/i.ytimg.com/zy75wgez.jpg	(from https://pgi.playbattlegrounds.com/media)
02:03:47	37129/37129	---M--	200	added ('OK')	image/jpeg	etag:%221530864285%22	https://i.ytimg.com/vi/HKU9syGDq7U/hqdefault.jpg	C:/O/PUBG/i.ytimg.com/nc9j5mnd.jpg	(from https://pgi.playbattlegrounds.com/media)
02:03:47	32526/32526	---M--	200	added ('OK')	image/jpeg	etag:%221530582616%22	https://i.ytimg.com/vi/qHWE4mn19tQ/hqdefault.jpg	C:/O/PUBG/i.ytimg.com/hzadkyvg.jpg	(from https://pgi.playbattlegrounds.com/media)
02:03:47	37544/37544	---M--	200	added ('OK')	image/jpeg	etag:%221530582532%22	https://i.ytimg.com/vi/izIeM3y9Ero/hqdefault.jpg	C:/O/PUBG/i.ytimg.com/w6xkjl-s.jpg	(from https://pgi.playbattlegrounds.com/media)
02:03:48	27976/27976	---M--	200	added ('OK')	image/jpeg	etag:%221530582619%22	https://i.ytimg.com/vi/SMk9j-wCraE/hqdefault.jpg	C:/O/PUBG/i.ytimg.com/q-rr3ps9.jpg	(from https://pgi.playbattlegrounds.com/media)
02:03:48	32605/32605	---M--	200	added ('OK')	image/jpeg	etag:%221530581704%22	https://i.ytimg.com/vi/zPqEJETmXKI/hqdefault.jpg	C:/O/PUBG/i.ytimg.com/1hvyb4r1.jpg	(from https://pgi.playbattlegrounds.com/media)
02:03:48	33301/33301	---M--	200	added ('OK')	image/jpeg	etag:%221530581680%22	https://i.ytimg.com/vi/EjlRqop4MwA/hqdefault.jpg	C:/O/PUBG/i.ytimg.com/0z5xzbro.jpg	(from https://pgi.playbattlegrounds.com/media)
02:03:48	33819/33819	---M--	200	added ('OK')	image/jpeg	etag:%221530581688%22	https://i.ytimg.com/vi/YAuleE3xwzw/hqdefault.jpg	C:/O/PUBG/i.ytimg.com/oa1l5xpb.jpg	(from https://pgi.playbattlegrounds.com/media)
02:03:49	21056/21056	---M--	200	added ('OK')	image/jpeg	etag:%221530523101%22	https://i.ytimg.com/vi/_7EsyfxJqQg/hqdefault.jpg	C:/O/PUBG/i.ytimg.com/xh7bafng.jpg	(from https://pgi.playbattlegrounds.com/media)
02:03:49	35990/35990	---M--	200	added ('OK')	image/jpeg	etag:%221530523072%22	https://i.ytimg.com/vi/eKFrpYuQF1M/hqdefault.jpg	C:/O/PUBG/i.ytimg.com/xnr1xr73.jpg	(from https://pgi.playbattlegrounds.com/media)
02:03:49	34053/34053	---M--	200	added ('OK')	image/jpeg	etag:%221530523029%22	https://i.ytimg.com/vi/kembauLOjV8/hqdefault.jpg	C:/O/PUBG/i.ytimg.com/jeywxqfp.jpg	(from https://pgi.playbattlegrounds.com/media)
02:03:49	35810/35810	---M--	200	added ('OK')	image/jpeg	etag:%221530523355%22	https://i.ytimg.com/vi/mn7P3TqOdJ0/hqdefault.jpg	C:/O/PUBG/i.ytimg.com/g08--j-j.jpg	(from https://pgi.playbattlegrounds.com/media)
02:03:50	26954/26954	---M--	200	added ('OK')	image/jpeg	etag:%221530522967%22	https://i.ytimg.com/vi/MfhszUX3Jrw/hqdefault.jpg	C:/O/PUBG/i.ytimg.com/7qw5ag2o.jpg	(from https://pgi.playbattlegrounds.com/media)
02:03:50	47380/47380	---M--	200	added ('OK')	image/jpeg	etag:%221530522960%22	https://i.ytimg.com/vi/T3ypaJk2yE4/hqdefault.jpg	C:/O/PUBG/i.ytimg.com/g22n3p3a.jpg	(from https://pgi.playbattlegrounds.com/media)
02:03:50	45359/45359	---M--	200	added ('OK')	image/jpeg	etag:%221530522921%22	https://i.ytimg.com/vi/YkJGfcT35yE/hqdefault.jpg	C:/O/PUBG/i.ytimg.com/xlxn5md-.jpg	(from https://pgi.playbattlegrounds.com/media)
02:03:50	49588/49588	---M--	200	added ('OK')	image/jpeg	etag:%221530522964%22	https://i.ytimg.com/vi/VP_jWaAgIhs/hqdefault.jpg	C:/O/PUBG/i.ytimg.com/qqftnm2r.jpg	(from https://pgi.playbattlegrounds.com/media)
02:03:51	36097/36097	---M--	200	added ('OK')	image/jpeg	etag:%221530522775%22	https://i.ytimg.com/vi/B8Te7s5PTbQ/hqdefault.jpg	C:/O/PUBG/i.ytimg.com/w_zvcg2l-2.jpg	(from https://pgi.playbattlegrounds.com/media)
02:03:51	50567/50567	---M--	200	added ('OK')	image/jpeg	etag:%221530522737%22	https://i.ytimg.com/vi/b7YS2GJ1zew/hqdefault.jpg	C:/O/PUBG/i.ytimg.com/6vib6xj-.jpg	(from https://pgi.playbattlegrounds.com/media)
02:03:51	46962/46962	---M--	200	added ('OK')	image/jpeg	etag:%221530522709%22	https://i.ytimg.com/vi/it_DRCjViv4/hqdefault.jpg	C:/O/PUBG/i.ytimg.com/sl5m5_dt.jpg	(from https://pgi.playbattlegrounds.com/media)
02:03:51	42804/42804	---M--	200	added ('OK')	image/jpeg	etag:%221530522709%22	https://i.ytimg.com/vi/1pOg_IL0ero/hqdefault.jpg	C:/O/PUBG/i.ytimg.com/ffg9ws-7.jpg	(from https://pgi.playbattlegrounds.com/media)
02:03:52	26752/26752	---M--	200	added ('OK')	image/jpeg	etag:%221530522573%22	https://i.ytimg.com/vi/GqZEPP_v3Q0/hqdefault.jpg	C:/O/PUBG/i.ytimg.com/vnd678_g.jpg	(from https://pgi.playbattlegrounds.com/media)
02:03:52	46450/46450	---M--	200	added ('OK')	image/jpeg	etag:%221530522567%22	https://i.ytimg.com/vi/eQiMynbYGSU/hqdefault.jpg	C:/O/PUBG/i.ytimg.com/lan23csr.jpg	(from https://pgi.playbattlegrounds.com/media)
02:03:52	46595/46595	---M--	200	added ('OK')	image/jpeg	etag:%221530522373%22	https://i.ytimg.com/vi/fmVgKVlmLVw/hqdefault.jpg	C:/O/PUBG/i.ytimg.com/vlhivt-e.jpg	(from https://pgi.playbattlegrounds.com/media)
02:03:53	10202/10202	---M--	200	added ('OK')	image/jpeg	etag:%221530521409%22	https://i.ytimg.com/vi/Q4h1wb6aYWQ/hqdefault.jpg	C:/O/PUBG/i.ytimg.com/6vib6xj-3.jpg	(from https://pgi.playbattlegrounds.com/media)
02:03:53	38504/38504	---M--	200	added ('OK')	image/jpeg	etag:%221530178254%22	https://i.ytimg.com/vi/pD2iErQAQPg/hqdefault.jpg	C:/O/PUBG/i.ytimg.com/lgjqz0ab.jpg	(from https://pgi.playbattlegrounds.com/media)
02:03:53	35112/35112	---M--	200	added ('OK')	image/jpeg	etag:%221530178081%22	https://i.ytimg.com/vi/JgcODDavv4I/hqdefault.jpg	C:/O/PUBG/i.ytimg.com/e7ctx3q_.jpg	(from https://pgi.playbattlegrounds.com/media)
02:03:53	28808/28808	---M--	200	added ('OK')	image/jpeg	etag:%221530177100%22	https://i.ytimg.com/vi/8VhqepBoX0o/hqdefault.jpg	C:/O/PUBG/i.ytimg.com/fialox3y.jpg	(from https://pgi.playbattlegrounds.com/media)
02:03:54	27058/27058	---M--	200	added ('OK')	image/jpeg	etag:%221530174413%22	https://i.ytimg.com/vi/Q2BSHlQ1wNU/hqdefault.jpg	C:/O/PUBG/i.ytimg.com/sp7yx55n.jpg	(from https://pgi.playbattlegrounds.com/media)
02:03:54	183/183	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2020%20Feb%202019%2020:03:54%20GMT	http://pgi.playbattlegrounds.com/assets/img/news-header.jpg	C:/O/PUBG/pgi.playbattlegrounds.com/_2qt4v97.delayed	(from https://pgi.playbattlegrounds.com/news)
02:03:54	25859/25859	---M--	200	added ('OK')	image/jpeg	etag:%221530174421%22	https://i.ytimg.com/vi/ZvM7Km4isnk/hqdefault.jpg	C:/O/PUBG/i.ytimg.com/x5bni0vp.jpg	(from https://pgi.playbattlegrounds.com/media)
02:03:55	23044/23044	---M--	200	added ('OK')	image/jpeg	etag:%22c095ed5ed1c1445834068b142cb03954%22	https://pgi.playbattlegrounds.com/assets/img/news-header.jpg	C:/O/PUBG/pgi.playbattlegrounds.com/plc-x9ze.jpg	(from https://pgi.playbattlegrounds.com/news)
